"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Croacia","HRV","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haití","HTI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4000015258789","","","","","93.4000015258789","","","","","93.4000015258789","","","","","70.0999984741211","","","","","70.0999984741211","","","","74.4000015258789","","65.9000015258789","","65.9000015258789","","","",
"Hungría","HUN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6000003814697","","13.6000003814697","","","",
"Sólo BIRF","IBD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0388004440983","","","","","39.7814946374839","","","","","35.6802480678872","","","","","30.7101480159003","","","","","27.8803262193554","","","","23.6783355177356","","","","25.5745089465876","","","",
"BIRF y la AIF","IBT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4137799063575","","","","","43.530020350347","","","","","39.6615517871702","","","","","35.680758653047","","","","","33.1684811781838","","","","29.7337734541983","","33.2756183894077","","30.9804534049742","","","",
"total de la AIF","IDA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8862146604754","","","","","67.4668592024332","","","","","64.1654814636151","","","","","60.0691410488515","","","","","58.9505687945911","","","","55.0784541242633","","53.2791292127751","","52.8748039453393","","","",
"mezcla de la AIF","IDB","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.451645390261","","","","","57.4839645562054","","","","","55.6633923173086","","","","","54.6249558631144","","","","","53.508719951366","","","","47.2920542397999","","46.9629164134855","","46.7745024321153","","","",
"Indonesia","IDN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7999992370605","","","","","42.5999984741211","","","","","34.4000015258789","","","","","26.2999992370605","","","","","23","","","","21.7999992370605","","30.8999996185303","","30.6000003814697","","","",
"Sólo AIF","IDX","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5790213396586","","","","","63.5281751902863","","","","59.6467950023036","","57.2408314964399","","56.677775536552","","","",
"Isla de Man","IMN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9000015258789","","","","","48.2000007629395","","","","","41.5","","","","","34.7999992370605","","","","","29.3999996185303","","","","24","","35.4000015258789","","35.2000007629395","","","",
"No clasificado","INX","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irán, República Islámica del","IRN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8999996185303","","25.2999992370605","","","",
"Iraq","IRQ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8999996185303","","","","","16.8999996185303","","","","","16.8999996185303","","","","","52.7999992370605","","","","","52.7999992370605","","","","47.2000007629395","","46.4000015258789","","45.7000007629395","","","",
"Islandia","ISL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italia","ITA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5","","","","","","","","","60.5","","59.7999992370605","","57.0999984741211","","","",
"Jordania","JOR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8000001907349","","","","","19.6000003814697","","","","12.8999996185303","","21.1000003814697","","23.3999996185303","","","",
"Japón","JPN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazajstán","KAZ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9000015258789","","","","","54.7999992370605","","","","","54.7999992370605","","","","","54.7999992370605","","","","","54.7000007629395","","","","56","","46.5","","46.5","","","",
"Kirguistán","KGZ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","","9.69999980926514","","","",
"Camboya","KHM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9000015258789","","","","","","","","","55.0999984741211","","47.7000007629395","","45.0999984741211","","","",
"Kiribati","KIR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saint Kitts y Nevis","KNA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5496803728819","","","","","32.9587543001712","","","","","30.3092011445831","","","","","25.6902531720411","","","","","","","","","20.8539172864618","","20.0033044084979","","19.913267250187","","","",
"República Democrática Popular Lao","LAO","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3000030517578","","","","","","","","","31.3999996185303","","20.7999992370605","","21.1000003814697","","","",
"Líbano","LBN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0999984741211","","","","","","","","","53.0999984741211","","","","61.0999984741211","","","",
"Liberia","LBR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3000030517578","","","","65.6999969482422","","70.3000030517578","","70.3000030517578","","","",
"Libia","LBY","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8999996185303","","","","","","","","","11.8999996185303","","11.8999996185303","","11.1999998092651","","","",
"América Latina y el Caribe","LCN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5496803728819","","","","","32.9587543001712","","","","","30.3092011445831","","","","","25.4622347523598","","","","","","","","","21.121645936023","","20.4338957753493","","20.7569337067902","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1853204280229","","","","","65.719703587373","","","","62.7368387744749","","60.2669553733651","","58.884202109667","","","",
"Países de ingreso bajo","LIC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3081007600951","","","","","","","","","67.6456024669546","","66.3725371716062","","66.2993009600372","","","",
"Liechtenstein","LIE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países de ingreso mediano bajo","LMC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9167994049237","","","","","51.3105621075675","","","","","45.8648958485102","","","","","40.6038336254694","","","","","36.3295024176719","","","","32.1795827506591","","35.9448304996225","","35.8142694706181","","","",
"Ingreso mediano y bajo","LMY","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4137799063575","","","","","43.530020350347","","","","","39.6615517871702","","","","","35.9353671131321","","","","","33.1684811781838","","","","29.8421131458334","","33.8316726770179","","31.2391755668822","","","",
"Lesotho","LSO","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0999984741211","","","","","53.7000007629395","","","","50.7999992370605","","59.7000007629395","","53.5999984741211","","","",
"avanzada del dividendo demográfico","LTE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7407771582058","","","","","38.7604834731346","","","","","35.4797673052469","","","","","30.9247735650212","","","","","27.940453345097","","","","23.9220868962181","","","","22.0709941956233","","","",
"Lituania","LTU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxemburgo","LUX","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Letonia","LVA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Región Administrativa Especial de Macao, China","MAC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4000015258789","","","","","35.2000007629395","","","","","24.2000007629395","","","","","13.1000003814697","","","","","13.1000003814697","","","","13.1000003814697","","10.1000003814697","","9.19999980926514","","","",
"Mónaco","MCO","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5","","59.2000007629395","","","",
"Madagascar","MDG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","","","","","88.5999984741211","","","","","84.0999984741211","","","","","80.5999984741211","","","","","76.1999969482422","","","","77.1999969482422","","67.6999969482422","","61.2000007629395","","","",
"Maldivas","MDV","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0999984741211","","30.1000003814697","","","",
"Oriente Medio y Norte de África","MEA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2426909704696","","24.0724393090607","","","",
"México","MEX","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1000003814697","","","","","21.5","","","","","19.8999996185303","","","","","14.3999996185303","","","","","","","","","11.1000003814697","","16","","16","","","",
"Islas Marshall","MHL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
" Ingreso mediano","MIC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5246393204399","","","","","42.5341097034328","","","","","38.6042380598158","","","","","34.2726895371602","","","","","31.4856351913642","","","","27.1852447801996","","30.6326505097011","","28.7514925726115","","","",
"Macedonia del Norte","MKD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000019073486","","8.30000019073486","","","",
"Malí","MLI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1999969482422","","","","","84.8000030517578","","","","","75.4000015258789","","","","","65.9000015258789","","","","","65.9000015258789","","","","56.2999992370605","","47","","47.2000007629395","","","",
"Malta","MLT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5999984741211","","","","","","","","","41","","56.5999984741211","","56.0999984741211","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2426909704696","","25.2053037193666","","","",
"Montenegro","MNE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1000003814697","","27.1000003814697","","","",
"Mongolia","MNG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5","","","","","66.6999969482422","","","","","64.9000015258789","","","","","57.9000015258789","","","","","","","","","42.7000007629395","","38.2999992370605","","38.2999992370605","","","",
"Mariana","MNP","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.5999984741211","","","","","76.9000015258789","","","","","78.1999969482422","","","","","79.5","","","","","80.5","","","","80.3000030517578","","76.6999969482422","","77.1999969482422","","","",
"Mauritania","MRT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9000015258789","","79.5","","73.1999969482422","","","",
"Mauricio","MUS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4000015258789","","","","","66.4000015258789","","","","","66.4000015258789","","","","","66.4000015258789","","","","","68.9000015258789","","","","66.6999969482422","","67","","65.0999984741211","","","",
"Malasia","MYS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América del Norte","NAC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4000015258789","","","","","34.0999984741211","","","","","33.9000015258789","","","","","33.9000015258789","","","","","33.5","","","","39.4000015258789","","42.2999992370605","","42.2999992370605","","","",
"Nueva Caledonia","NCL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5999984741211","","","","","83.0999984741211","","","","","82.5999984741211","","","","","82.0999984741211","","","","","81.6999969482422","","","","70.0999984741211","","61.7999992370605","","58.7999992370605","","","",
"Nigeria","NGA","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3000030517578","","","","","73.5","","","","","69.5999984741211","","","","","65.8000030517578","","","","","62.7000007629395","","","","50.2000007629395","","53.9000015258789","","53.9000015258789","","","",
"Nicaragua","NIC","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0999984741211","","","","","74.5","","","","","60","","","","","45.5","","","","","","","","","45.5","","43.2000007629395","","42.2000007629395","","","",
"Países Bajos","NLD","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Noruega","NOR","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00100000004749745","","0.00100000004749745","","","",
"Nepal","NPL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5999984741211","","","","","67.3000030517578","","","","","64","","","","","60.7000007629395","","","","","58.0999984741211","","","","54.2999992370605","","51","","49.2999992370605","","","",
"Nauru","NRU","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nueva Zelandia","NZL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Miembros OCDE","OED","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Omán","OMN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Otros Estados pequeos","OSS","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistán","PAK","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","","","","","49.7999992370605","","","","","48.7000007629395","","","","","47.5","","","","","46.5999984741211","","","","45.5","","40.7999992370605","","40.0999984741211","","","",
"Panamá","PAN","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","25.7999992370605","","22.1000003814697","","22.1000003814697","","","",
"Perú","PER","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4000015258789","","","","","56.2999992370605","","","","","46.2000007629395","","","","","36.0999984741211","","","","","","","","","34.2000007629395","","33.7999992370605","","33.0999984741211","","","",
"Filipinas","PHL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2999992370605","","","","","50.7999992370605","","","","","47.2000007629395","","","","","43.7000007629395","","","","","40.9000015258789","","","","38.2999992370605","","43.5","","42.9000015258789","","","",
"Palau","PLW","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua Nueva Guinea","PNG","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Polonia","POL","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00999999977648258","","0.00999999977648258","","","",
"previa al dividendo demográfico","PRE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9886443593018","","","","","62.9723126249013","","","","","62.2918815859597","","","","","65.9957880415061","","","","","61.9477166143614","","","","58.7114026366736","","58.1848311332329","","57.1023718889773","","","",
"Puerto Rico","PRI","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59999990463257","","3.59999990463257","","","",
"Paraguay","PRY","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6000003814697","","","","","","","","","17.6000003814697","","","","17.1000003814697","","","",
"Ribera Occidental y Gaza","PSE","Población que vive en barrios de tugurios (% de la población urbana)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
